time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),rain (mm),cloudcover (%),windspeed_10m (km/h),winddirection_10m (°),soil_temperature_0_to_7cm (°C)
2020-01-16T06:00,23.7,50,12.6,921.7,0,0,4.8,153,26.8
2020-01-16T07:00,25.3,46,12.8,920.6,0,0,2.1,149,29
2020-01-16T08:00,26.4,41,12.2,920,0,0,1.6,117,30.5
2020-01-16T09:00,27.1,38,11.6,919,0,2,1.9,112,31.2
2020-01-16T10:00,27.3,36,11.1,918.6,0,0,0.8,117,31.1
2020-01-16T11:00,27,36,10.6,918.4,0,1,1.6,117,30.3
2020-01-16T12:00,26.4,37,10.6,918.7,0,0,2.1,121,28.7
2020-01-16T13:00,24.7,43,11.1,918.9,0,9,5.4,127,26.6
2020-01-16T14:00,22.6,49,11.3,919,0,12,6,115,24.9
2020-01-16T15:00,21.2,52,11,919.1,0,21,9,113,23.7
2020-01-16T16:00,20.4,54,10.8,920,0,11,11.1,115,22.8
2020-01-16T17:00,19.3,59,11,920,0,8,12.7,119,22
2020-01-16T18:00,18.4,65,11.7,920,0,0,12.4,120,21.3
2020-01-16T19:00,17.7,72,12.5,919.7,0,0,11.8,117,20.7
2020-01-16T20:00,17.1,78,13.2,919.1,0,0,11.8,113,20.2
2020-01-16T21:00,16.5,84,13.8,918.5,0,0,12,111,19.7
2020-01-16T22:00,16,89,14.2,917.9,0,0,11.8,113,19.2
2020-01-16T23:00,15.7,93,14.5,918.4,0,0,11.3,117,18.9
2020-01-17T00:00,15.4,95,14.5,918.8,0,13,10.3,119,18.5
2020-01-17T01:00,15.2,95,14.4,919.7,0,14,9.5,119,18.3
2020-01-17T02:00,15.5,94,14.5,920.5,0,6,10,120,18.3
2020-01-17T03:00,18,79,14.4,921.2,0,3,9.2,129,19.5
2020-01-17T04:00,21.3,62,13.7,921.5,0,6,9.4,140,22.3
2020-01-17T05:00,23.8,50,12.7,921.9,0,10,9.4,148,24.9
2020-01-17T06:00,25.6,41,11.4,922.3,0,17,8.4,140,27.2
2020-01-17T07:00,26.7,37,11,921.5,0,27,7.9,133,29.1
2020-01-17T08:00,27.5,33,9.8,920.8,0,19,7.4,129,30.5
2020-01-17T09:00,28,30,9,919.9,0,15,7.1,131,31.1
2020-01-17T10:00,28,29,8.3,919.1,0,16,6.1,130,31
2020-01-17T11:00,27.7,28,7.8,919.1,0,10,7.2,127,30.2
2020-01-17T12:00,26.7,30,7.9,919.6,0,8,5.4,127,28.6
2020-01-17T13:00,24.7,35,8.4,919.3,0,0,8.4,121,26.6
2020-01-17T14:00,22.8,40,8.7,919.1,0,0,8,117,24.9
2020-01-17T15:00,21.5,46,9.3,919.7,0,0,9.3,118,23.7
2020-01-17T16:00,20.6,55,11.2,920.3,0,0,11.4,118,22.8
2020-01-17T17:00,19.5,71,14.1,920.6,0,1,13.2,116,22
2020-01-17T18:00,18.5,86,16.2,920.1,0,6,14,113,21.5
2020-01-17T19:00,18.5,91,16.9,920,0,41,14.2,111,21.2
2020-01-17T20:00,18.1,94,17.2,919.3,0,66,13.3,109,20.9
2020-01-17T21:00,18,95,17.2,918.8,0,71,12.9,108,20.6
2020-01-17T22:00,18.1,94,17.2,918.3,0,67,12.2,109,20.5
2020-01-17T23:00,17.9,95,17.1,918.4,0,72,12.3,111,20.3
2020-01-18T00:00,17.5,97,17,918.9,0,80,12.2,114,19.9
2020-01-18T01:00,17.5,97,16.9,919.5,0,69,11.6,116,19.8
2020-01-18T02:00,17.6,96,16.9,920.6,0,54,11.9,115,19.7
2020-01-18T03:00,19.5,82,16.3,921.6,0,23,13.9,115,20.7
2020-01-18T04:00,22,68,15.8,922,0,48,13.4,117,23
2020-01-18T05:00,24.3,57,15.2,922.4,0,54,13.2,125,25.5
2020-01-18T06:00,25.9,49,14.4,922.3,0,79,12.8,128,27.3
2020-01-18T07:00,26.5,50,15.4,921.4,0,100,12.5,129,28.4
2020-01-18T08:00,26.8,50,15.4,920.8,0,100,12.3,130,28.7
2020-01-18T09:00,27,49,15.5,919.8,0,59,12.2,133,28.9
2020-01-18T10:00,26.9,50,15.4,918.9,0,61,12.3,130,28.7
2020-01-18T11:00,26.5,51,15.6,918.8,0,66,11.8,128,28.2
2020-01-18T12:00,25.9,54,15.9,919.4,0,91,12.2,124,27.4
2020-01-18T13:00,24.4,61,16.5,919.8,0,58,11,122,26
2020-01-18T14:00,23.1,68,16.9,919.7,0,27,12.6,117,24.9
2020-01-18T15:00,21.9,76,17.5,920.4,0,10,13.5,115,23.9
2020-01-18T16:00,20.9,84,18,920.7,0,16,14,116,23.2
2020-01-18T17:00,20.4,89,18.5,921,0,58,13.5,115,22.7
2020-01-18T18:00,20.2,90,18.6,920.6,0,82,13.9,115,22.4
2020-01-18T19:00,20.2,89,18.2,920.4,0,79,13.7,113,22.3
2020-01-18T20:00,20,89,18.1,919.9,0,76,12.4,112,22.1
2020-01-18T21:00,20,87,17.9,919.7,0,69,11.5,110,22
2020-01-18T22:00,19.9,87,17.7,919.4,0,100,11.8,113,21.8
2020-01-18T23:00,19.5,88,17.5,919.5,0,86,11.8,117,21.6
2020-01-19T00:00,19,90,17.3,919.7,0,100,11.9,119,21.3
2020-01-19T01:00,18.4,92,17.1,920.3,0,100,11.2,123,20.9
2020-01-19T02:00,18.2,92,16.8,921.3,0,100,10.9,124,20.6
2020-01-19T03:00,19.9,77,15.7,922.1,0,80,11.4,125,21.8
2020-01-19T04:00,22.4,62,14.7,923,0,63,12.1,127,23.7
2020-01-19T05:00,24.7,53,14.5,923.5,0,43,12.3,128,26.1
2020-01-19T06:00,26.2,48,14.5,923.4,0,33,11.1,126,28.3
2020-01-19T07:00,27.4,45,14.4,922.2,0,69,9.1,124,29.9
2020-01-19T08:00,28,42,13.7,921.7,0,34,6.6,119,30.7
2020-01-19T09:00,28.2,40,13.2,920.7,0,41,6,115,30.9
2020-01-19T10:00,28.2,39,12.8,919.5,0,31,7.4,119,30.6
2020-01-19T11:00,27.9,38,12.5,919.5,0,29,8.4,115,29.9
2020-01-19T12:00,27.1,40,12.5,919.8,0,34,8.1,111,28.6
2020-01-19T13:00,25.4,46,13.1,920.2,0,31,7.9,106,27.1
2020-01-19T14:00,24.2,52,13.7,920.6,0,31,10.7,102,25.9
2020-01-19T15:00,23.2,58,14.5,921.3,0,17,12.1,102,25
2020-01-19T16:00,22.1,64,15,922.1,0,9,13.5,106,24.3
2020-01-19T17:00,21.1,69,15.3,922.2,0,5,13.3,109,23.5
2020-01-19T18:00,20.1,75,15.5,921.9,0,6,13.1,111,22.8
2020-01-19T19:00,19.3,82,16.1,921.4,0,5,12.3,111,22.2
2020-01-19T20:00,18.6,88,16.5,921,0,17,11.5,110,21.6
2020-01-19T21:00,18.3,91,16.8,920.5,0,25,10.4,110,21.3
2020-01-19T22:00,18.2,93,17,920,0,85,11.6,112,21.1
2020-01-19T23:00,18.1,93,17,920.1,0,84,10.8,116,21
2020-01-20T00:00,18,93,16.8,920.4,0,84,9.7,117,20.9
2020-01-20T01:00,17.9,92,16.5,921.2,0,64,9.2,121,20.7
2020-01-20T02:00,18.1,89,16.2,921.8,0,58,9.2,121,20.8
2020-01-20T03:00,19.6,77,15.6,922.6,0,70,9.5,119,21.6
2020-01-20T04:00,21.9,64,14.9,923.2,0,36,10,116,23.3
2020-01-20T05:00,24.6,52,14.1,923.7,0,23,9.9,109,25.8
2020-01-20T06:00,26.6,44,13.2,924.1,0,16,8.7,85,28.2
2020-01-20T07:00,27.8,37,11.9,923,0,13,8,63,30.1
2020-01-20T08:00,28.7,34,11.5,922.4,0,5,7.7,62,31.5
2020-01-20T09:00,29.1,33,11.2,921.2,0,3,8,72,32.2
2020-01-20T10:00,29.2,32,11,920.2,0,1,8.5,78,32.2
2020-01-20T11:00,28.8,32,10.7,920,0,7,8.7,83,31.3
2020-01-20T12:00,27.9,34,10.8,920.4,0,11,7.6,87,29.8
2020-01-20T13:00,25.9,40,11.2,920.7,0,7,8.3,88,27.9
2020-01-20T14:00,24.2,45,11.5,921.3,0,10,10.4,90,26.3
2020-01-20T15:00,23,50,12.1,921.9,0,10,13.4,95,25.2
2020-01-20T16:00,21.9,56,12.9,922.8,0,6,14.9,98,24.3
2020-01-20T17:00,20.9,63,13.7,923.1,0,1,15.1,102,23.6
2020-01-20T18:00,19.8,71,14.5,922.7,0,11,14.1,103,22.8
2020-01-20T19:00,18.9,80,15.4,922.5,0,19,13,104,22.1
2020-01-20T20:00,18.1,86,15.7,921.8,0,22,12.2,104,21.5
2020-01-20T21:00,17.4,91,15.9,920.9,0,25,11.8,102,21
2020-01-20T22:00,16.8,94,15.8,920.6,0,29,12.1,102,20.5
2020-01-20T23:00,16.4,93,15.3,920.3,0,34,10.9,99,20
2020-01-21T00:00,16.2,90,14.5,920.8,0,35,10.7,102,19.7
2020-01-21T01:00,15.9,86,13.6,921.5,0,41,9.5,101,19.3
2020-01-21T02:00,16,82,12.9,922.7,0,34,10.1,96,19.2
2020-01-21T03:00,18.7,61,11.1,923.5,0,17,11.6,95,20.8
2020-01-21T04:00,21.9,45,9.4,923.9,0,19,13,93,23.1
2020-01-21T05:00,24.7,35,8.3,924.4,0,23,14.4,89,25.6
2020-01-21T06:00,26.5,31,8,924.6,0,26,14.8,84,27.9
2020-01-21T07:00,27.5,31,8.6,923.6,0,24,14,78,29.6
2020-01-21T08:00,28.2,29,8.3,923.1,0,20,13.2,79,30.9
2020-01-21T09:00,28.5,27,7.9,922,0,1,12.7,82,31.5
2020-01-21T10:00,28.4,27,7.7,921,0,0,12.4,82,31.4
2020-01-21T11:00,27.7,28,7.5,920.8,0,1,13,84,30.5
2020-01-21T12:00,26.5,31,7.8,921.3,0,15,12.6,88,29
2020-01-21T13:00,24.2,37,8.4,921.9,0,26,11.5,92,27
2020-01-21T14:00,22.5,44,9.7,922.5,0,26,14.1,94,25.4
2020-01-21T15:00,21.2,53,11.3,923.3,0,22,15.6,97,24.2
2020-01-21T16:00,20.1,62,12.7,924.2,0,26,16,99,23.2
2020-01-21T17:00,19.1,70,13.6,924.1,0,5,15.6,98,22.4
2020-01-21T18:00,18.2,78,14.2,923.9,0,6,14.9,97,21.7
2020-01-21T19:00,17.4,85,14.8,923.5,0,14,13.8,96,21
2020-01-21T20:00,16.6,91,15.1,923,0,17,13,95,20.4
2020-01-21T21:00,15.9,95,15.2,922.1,0,14,12.6,92,19.8
2020-01-21T22:00,15.5,95,14.7,921.4,0,54,12.2,90,19.4
2020-01-21T23:00,15.1,92,13.8,921.2,0,26,12.2,88,18.9
2020-01-22T00:00,14.9,88,12.9,921.6,0,11,11.5,88,18.5
2020-01-22T01:00,14.9,85,12.4,922.2,0,14,11.5,88,18.3
2020-01-22T02:00,15.3,82,12.3,923.1,0,6,12.6,88,18.3
2020-01-22T03:00,18.2,68,12.2,923.6,0,0,13.3,92,20
2020-01-22T04:00,21.4,56,12.1,924.4,0,0,14.2,99,22.5
2020-01-22T05:00,23.9,48,12.1,924.7,0,0,16,104,25
2020-01-22T06:00,25.9,42,12,925,0,0,16.3,104,27.3
2020-01-22T07:00,27,43,13.3,923.8,0,0,15.9,103,29.2
2020-01-22T08:00,28,41,13.3,923.3,0,0,15.4,101,30.5
2020-01-22T09:00,28.4,39,13.2,922.2,0,0,15.4,101,31.2
2020-01-22T10:00,28.3,39,13.2,921,0,0,14.4,103,31.2
2020-01-22T11:00,27.7,41,13.3,921,0,0,14.8,103,30.4
2020-01-22T12:00,26.5,45,13.5,921.2,0,0,14,102,28.9
2020-01-22T13:00,24.6,51,13.7,921.6,0,0,11.8,102,27
2020-01-22T14:00,23.1,57,14,922.6,0,0,12.6,103,25.5
2020-01-22T15:00,21.8,62,14.1,922.9,0,1,13.3,103,24.3
2020-01-22T16:00,20.7,67,14.4,923.6,0,0,14.1,103,23.4
2020-01-22T17:00,19.6,74,14.8,923.4,0,0,13.7,104,22.5
2020-01-22T18:00,18.5,82,15.3,923.3,0,0,12.8,101,21.8
2020-01-22T19:00,18,86,15.7,922.6,0,7,12.7,98,21.2
2020-01-22T20:00,17.6,91,16.2,922.1,0,38,12.7,98,20.8
2020-01-22T21:00,17.5,93,16.3,921.2,0,78,12.6,95,20.6
2020-01-22T22:00,17.4,94,16.4,920.7,0,90,13.8,99,20.4
2020-01-22T23:00,17.4,92,16.1,920.9,0,85,12.3,95,20.4
2020-01-23T00:00,17,93,15.9,921.6,0,86,11.9,90,20.2
2020-01-23T01:00,16.7,93,15.6,922.1,0,80,11.9,88,20
2020-01-23T02:00,16.7,91,15.3,923,0,73,12.3,85,19.9
2020-01-23T03:00,18.3,81,15,923.8,0,37,14.8,90,20.9
2020-01-23T04:00,21,64,13.9,924.2,0,1,13,95,22.9
2020-01-23T05:00,23.5,52,13.1,924.5,0,0,13.6,101,25.3
2020-01-23T06:00,25.6,45,12.8,924.4,0,0,14.1,105,27.6
2020-01-23T07:00,26.7,44,13.6,923.4,0,0,14.6,106,29.4
2020-01-23T08:00,27.7,41,13.3,922.5,0,0,14.9,105,30.8
2020-01-23T09:00,28.2,39,12.9,921.3,0,1,15.1,108,31.4
2020-01-23T10:00,28.1,38,12.7,920.5,0,1,14.2,114,31.3
2020-01-23T11:00,27.6,40,12.6,920.1,0,0,13.9,115,30.6
2020-01-23T12:00,26.6,42,12.7,920.8,0,0,12.4,116,29.1
2020-01-23T13:00,24.5,48,12.9,921.3,0,0,8.1,111,27.1
2020-01-23T14:00,22.9,54,13.2,921.9,0,0,9.2,111,25.5
2020-01-23T15:00,21.8,59,13.4,922.1,0,0,9.9,109,24.3
2020-01-23T16:00,20.7,64,13.7,922.7,0,0,10.5,106,23.4
2020-01-23T17:00,19.9,70,14.2,923,0,0,11.4,101,22.6
2020-01-23T18:00,19.1,76,14.7,922.6,0,0,12.3,93,21.9
2020-01-23T19:00,18.3,81,15,922.2,0,0,12.2,92,21.3
2020-01-23T20:00,17.5,88,15.4,921.4,0,0,11.2,90,20.7
2020-01-23T21:00,16.7,94,15.6,920.6,0,0,9.8,84,20.1
2020-01-23T22:00,16.1,96,15.5,919.7,0,14,8.7,85,19.6
2020-01-23T23:00,15.8,97,15.2,919.7,0,50,8.4,80,19.2
2020-01-24T00:00,15.5,96,14.9,920,0,58,8.4,80,18.8
2020-01-24T01:00,15.2,95,14.4,920.9,0,62,8.8,81,18.5
2020-01-24T02:00,15.5,92,14.2,921.9,0,59,9,74,18.3
2020-01-24T03:00,18.6,70,13,923,0,3,9.1,72,19.7
2020-01-24T04:00,22.4,43,9.1,923.4,0,0,11.7,72,22.5
2020-01-24T05:00,25.1,29,6,923.6,0,1,13.9,73,25.3
2020-01-24T06:00,26.8,24,4.7,923.9,0,2,13.6,73,27.7
2020-01-24T07:00,27.8,25,5.9,922.8,0,1,12.7,75,29.6
2020-01-24T08:00,28.5,24,5.8,922.1,0,0,11.4,79,31
2020-01-24T09:00,28.9,23,5.6,921.1,0,0,10.9,81,31.8
2020-01-24T10:00,28.8,23,5.4,920,0,0,10.9,84,31.7
2020-01-24T11:00,28.3,23,5.2,920.3,0,0,10.4,88,30.9
2020-01-24T12:00,27.2,25,5.7,920.3,0,0,7.6,93,29.3
2020-01-24T13:00,24.5,31,6.1,920.6,0,0,8.3,92,27.1
2020-01-24T14:00,22.6,35,6.2,920.8,0,1,9.4,94,25.3
2020-01-24T15:00,21.2,38,6.3,921.4,0,0,10.9,98,23.9
2020-01-24T16:00,20,42,6.5,922.1,0,0,11.3,99,22.8
2020-01-24T17:00,18.9,46,7,922.2,0,0,10.9,99,21.9
2020-01-24T18:00,17.9,52,7.8,921.6,0,3,10.9,98,21.1
2020-01-24T19:00,17.1,58,8.9,921.5,0,1,10.5,96,20.4
2020-01-24T20:00,16.4,65,9.7,920.9,0,1,9.7,92,19.8
2020-01-24T21:00,15.6,71,10.4,920.2,0,1,8.6,88,19.2
2020-01-24T22:00,14.9,76,10.8,919.2,0,10,7.9,93,18.6
2020-01-24T23:00,14.2,81,11.1,919.5,0,1,6.8,87,18.1
2020-01-25T00:00,13.6,85,11.1,919.7,0,2,6.5,84,17.5
2020-01-25T01:00,13,87,11,920.3,0,0,6.3,77,17
2020-01-25T02:00,13.3,85,10.9,921.4,0,0,8.7,73,16.9
2020-01-25T03:00,18.7,51,8.2,922.7,0,1,7.3,81,19.4
2020-01-25T04:00,22.3,29,3.4,922.9,0,1,8.7,83,22.4
2020-01-25T05:00,24.9,19,-0.3,923.7,0,4,10.4,76,25.2
2020-01-25T06:00,26.6,15,-2.4,923.7,0,8,10.9,73,27.6
2020-01-25T07:00,27.7,14,-2,922.6,0,11,10.9,73,29.6
2020-01-25T08:00,28.5,13,-2.2,922,0,26,10.7,76,31
2020-01-25T09:00,28.9,13,-2,920.8,0,28,11,79,31.6
2020-01-25T10:00,28.8,14,-1.8,919.6,0,28,10.8,90,31.5
2020-01-25T11:00,28.2,14,-1.5,919.8,0,30,9.7,94,30.6
2020-01-25T12:00,26.9,18,0.3,919.8,0,29,6.1,93,28.9
2020-01-25T13:00,24.3,22,1,920.3,0,29,8.6,90,26.6
2020-01-25T14:00,22.1,25,1.3,920.5,0,30,8.6,92,24.8
2020-01-25T15:00,20.7,28,1.6,920.9,0,30,10.5,94,23.5
2020-01-25T16:00,19.5,32,2.2,921.9,0,30,11.6,95,22.4
2020-01-25T17:00,18.5,36,3.3,922.2,0,30,11.6,95,21.5
2020-01-25T18:00,17.7,43,4.8,922.1,0,6,11.6,95,20.7
2020-01-25T19:00,17.1,50,6.7,921.3,0,0,11.3,97,20.1
2020-01-25T20:00,16.4,59,8.2,920.7,0,0,10.3,102,19.5
2020-01-25T21:00,15.7,67,9.5,920,0,0,8.8,109,19
2020-01-25T22:00,15,73,10.3,918.9,0,0,8.6,112,18.5
2020-01-25T23:00,14.4,80,10.9,918.5,0,0,7.4,113,17.9
2020-01-26T00:00,13.7,85,11.2,918.6,0,0,6.8,108,17.4
2020-01-26T01:00,13.1,89,11.3,919,0,0,7.3,99,16.9
2020-01-26T02:00,13.6,88,11.7,920.3,0,0,7.6,87,16.9
2020-01-26T03:00,19,62,11.6,921.4,0,0,5.4,94,19.5
2020-01-26T04:00,23.1,42,9.5,922,0,0,6.1,90,22.9
2020-01-26T05:00,25.7,36,9.5,922.9,0,0,8.4,70,25.9
2020-01-26T06:00,27.5,31,8.7,922.7,0,0,10,60,28.3
2020-01-26T07:00,28.6,29,8.7,921.5,0,1,10,64,30.2
2020-01-26T08:00,29.4,27,8.4,920.9,0,8,9.2,69,31.7
2020-01-26T09:00,29.9,26,8.2,919.7,0,12,8.2,75,32.4
2020-01-26T10:00,30,25,8,919,0,16,8.4,80,32.4
2020-01-26T11:00,29.6,26,7.9,918.6,0,20,8,80,31.6
2020-01-26T12:00,28.6,28,8.4,918.8,0,0,5.5,79,30.1
2020-01-26T13:00,26.2,34,9,919,0,8,8.3,85,27.9
2020-01-26T14:00,24,39,9,918.9,0,25,9.4,86,26.1
2020-01-26T15:00,22.6,42,9.1,919.7,0,29,10.8,92,24.8
2020-01-26T16:00,21.5,46,9.3,920.7,0,30,11.7,99,23.8
2020-01-26T17:00,20.4,50,9.6,920.7,0,29,12,106,22.9
2020-01-26T18:00,19.5,54,10.1,920.6,0,28,11,109,22.1
2020-01-26T19:00,18.6,61,10.9,920.5,0,22,10,116,21.4
2020-01-26T20:00,17.9,66,11.4,919.9,0,18,8.4,121,20.8
2020-01-26T21:00,17.3,70,11.9,919.1,0,10,6.8,122,20.3
2020-01-26T22:00,16.7,75,12.2,918.4,0,2,6.5,124,19.7
2020-01-26T23:00,16.1,79,12.4,918.3,0,0,6.1,118,19.2
2020-01-27T00:00,15.5,83,12.5,918.5,0,2,7.1,114,18.7
2020-01-27T01:00,15,86,12.7,919,0,0,7.6,115,18.2
2020-01-27T02:00,15.5,86,13.1,920.3,0,0,7.6,109,18.2
2020-01-27T03:00,20.5,62,12.9,921,0,0,6.4,117,20.7
2020-01-27T04:00,23.6,48,11.9,921.3,0,0,8.1,122,23.8
2020-01-27T05:00,26,41,11.6,921.8,0,0,8.8,125,26.6
2020-01-27T06:00,27.8,35,11,922.2,0,0,8.5,126,29.2
2020-01-27T07:00,28.8,32,10.6,921.1,0,0,8.3,124,31.2
2020-01-27T08:00,29.7,30,10.2,921,0,5,7.8,124,32.5
2020-01-27T09:00,30.1,28,9.8,919.6,0,14,7.7,127,33.2
2020-01-27T10:00,30.2,28,9.6,918.8,0,24,7.7,139,33.1
2020-01-27T11:00,29.7,28,9.4,918.6,0,25,7.8,146,32.2
2020-01-27T12:00,28.6,31,9.6,918.8,0,27,7.6,155,30.6
2020-01-27T13:00,26.2,36,9.8,919.2,0,26,7.9,156,28.4
2020-01-27T14:00,24.5,39,9.8,919.6,0,20,9.7,149,26.7
2020-01-27T15:00,23.2,43,10,919.9,0,12,11.1,144,25.4
2020-01-27T16:00,22,47,10.3,920.4,0,10,11.5,139,24.4
2020-01-27T17:00,21,52,10.9,920.4,0,7,12,136,23.5
2020-01-27T18:00,20.2,58,11.6,920.1,0,5,11.7,135,22.8
2020-01-27T19:00,19.7,63,12.4,919.8,0,3,11.2,138,22.2
2020-01-27T20:00,19,68,12.9,918.8,0,4,10,142,21.6
2020-01-27T21:00,18.3,73,13.4,918.2,0,5,8.7,156,21.1
2020-01-27T22:00,17.6,78,13.8,918,0,4,6.8,180,20.6
2020-01-27T23:00,16.9,82,13.9,918,0,4,6.6,202,20
2020-01-28T00:00,16.3,85,13.9,918.3,0,11,6.6,221,19.5
2020-01-28T01:00,16,87,13.8,919.2,0,15,6.2,234,19.2
2020-01-28T02:00,16.4,87,14.3,920.5,0,23,5.8,248,19.2
2020-01-28T03:00,19.7,72,14.5,921.2,0,23,6.6,257,21.6
2020-01-28T04:00,21.8,65,14.9,921.6,0,16,8.4,245,23.8
2020-01-28T05:00,24.2,55,14.6,922.1,0,17,8.3,236,26.5
2020-01-28T06:00,26.2,46,13.6,922.3,0,15,7.9,227,29
2020-01-28T07:00,27.8,41,13.3,921.6,0,19,8.5,208,31.1
2020-01-28T08:00,28.8,36,12.2,921.2,0,20,9.6,200,32.5
2020-01-28T09:00,29.3,33,11.5,920.3,0,16,10.4,194,33.1
2020-01-28T10:00,29.4,32,11,919.5,0,5,9,196,32.9
2020-01-28T11:00,29.1,32,10.6,919.4,0,2,8.5,192,32.1
2020-01-28T12:00,28.3,33,10.4,919.8,0,0,6.9,186,30.6
2020-01-28T13:00,26.6,37,10.8,920,0,1,8,170,28.5
2020-01-28T14:00,24.7,42,10.9,920.5,0,1,7.8,158,26.8
2020-01-28T15:00,23.4,45,10.8,921.1,0,1,8.7,150,25.5
2020-01-28T16:00,22.5,48,11,921.8,0,1,10.2,148,24.6
2020-01-28T17:00,21.6,53,11.5,921.7,0,1,10.4,146,23.7
2020-01-28T18:00,20.7,58,12.1,921.6,0,1,10,142,23
2020-01-28T19:00,20,64,13,921.3,0,0,9.7,138,22.4
2020-01-28T20:00,19.4,70,13.7,920.4,0,0,9.9,136,21.9
2020-01-28T21:00,18.7,76,14.4,920.1,0,0,10,142,21.4
2020-01-28T22:00,18.1,82,15,919.7,0,1,9.5,151,20.9
2020-01-28T23:00,17.5,87,15.4,920.1,0,7,8.5,152,20.5
2020-01-29T00:00,17,92,15.7,920.5,0,10,7.2,162,20.1
2020-01-29T01:00,16.7,94,15.7,921,0,19,7,168,19.8
2020-01-29T02:00,17.1,93,15.9,921.8,0,27,8.1,167,19.9
2020-01-29T03:00,19.7,79,16,922.6,0,27,7.6,177,21.7
2020-01-29T04:00,22.7,64,15.6,923,0,28,8,185,24.3
2020-01-29T05:00,25.3,52,14.7,923.4,0,29,7.3,191,27.2
2020-01-29T06:00,27.3,43,13.8,923.5,0,29,5.4,188,29.8
2020-01-29T07:00,28.6,41,13.9,922.5,0,31,4.4,171,32
2020-01-29T08:00,29.5,37,13.1,921.6,0,44,4.1,165,33.5
2020-01-29T09:00,30,34,12.5,920.7,0,32,4.5,166,34.1
2020-01-29T10:00,30.1,33,11.9,919.8,0,8,3.6,174,34
2020-01-29T11:00,29.9,32,11.6,919.9,0,10,4,170,33.1
2020-01-29T12:00,29.2,33,11.2,920,0,3,4,170,31.5
2020-01-29T13:00,27.3,37,11.4,920.5,0,7,6.8,183,29.3
2020-01-29T14:00,25.4,40,10.9,920.9,0,8,7.6,172,27.5
2020-01-29T15:00,24,42,10.1,921.2,0,21,6.8,148,26.2
2020-01-29T16:00,22.9,43,9.7,922.1,0,10,7.9,133,25.2
2020-01-29T17:00,21.9,47,10.1,921.7,0,5,7.9,129,24.3
2020-01-29T18:00,21.2,52,11.1,921.6,0,0,8,126,23.7
2020-01-29T19:00,20.2,58,11.6,920.9,0,1,7.6,121,22.9
2020-01-29T20:00,19.5,63,12.3,920.2,0,1,6.9,118,22.3
2020-01-29T21:00,18.8,69,12.9,919.5,0,0,6.9,118,21.7
2020-01-29T22:00,18.1,74,13.4,918.9,0,0,6.8,115,21.1
2020-01-29T23:00,17.4,79,13.8,918.9,0,0,6.6,119,20.6
2020-01-30T00:00,17.3,81,14,919.9,0,5,2.9,120,20.1
2020-01-30T01:00,18.5,75,13.9,920.7,0,0,1.3,236,19.6
2020-01-30T02:00,18.2,77,14.2,921.5,0,0,3.3,174,19.6
2020-01-30T03:00,21.5,63,14.2,922.3,0,1,4.8,193,22.2
2020-01-30T04:00,24.3,50,13.3,922.8,0,0,7.4,194,25.2
2020-01-30T05:00,26.7,39,11.6,923.2,0,0,7.2,198,27.9
2020-01-30T06:00,28.3,33,10.4,923,0,0,6.6,193,30.4
2020-01-30T07:00,29.2,34,11.6,921.8,0,0,6.5,186,32.4
2020-01-30T08:00,30.1,30,10.8,921.1,0,0,6.9,189,33.8
2020-01-30T09:00,30.5,28,10.2,919.9,0,0,6.5,199,34.4
2020-01-30T10:00,30.5,27,9.7,918.8,0,0,5.1,219,34.3
2020-01-30T11:00,30.2,27,9.3,918.7,0,0,4.6,231,33.5
2020-01-30T12:00,29.4,29,9.4,919,0,0,2.9,240,31.8
2020-01-30T13:00,27.8,33,10.2,919.6,0,0,5.3,242,29.6
2020-01-30T14:00,25.7,42,11.8,919.9,0,2,5.6,243,27.7
2020-01-30T15:00,23.9,47,12,919.9,0,4,3.8,229,26.1
2020-01-30T16:00,22,50,11.2,919.6,0,6,3.9,124,24.7
2020-01-30T17:00,21,51,10.4,919.5,0,6,6,115,23.6
2020-01-30T18:00,20.4,52,10.1,919.2,0,5,6.5,109,23.1
2020-01-30T19:00,19.9,54,10.4,919,0,8,7.5,107,22.6
2020-01-30T20:00,19.3,58,11,918.6,0,13,5.9,101,22.1
2020-01-30T21:00,18.6,64,11.7,918.5,0,17,5.5,113,21.5
2020-01-30T22:00,18,69,12.2,918.3,0,14,5.6,130,21
2020-01-30T23:00,17.7,72,12.6,918.5,0,12,5.9,142,20.6
2020-01-31T00:00,17.5,75,13,918.8,0,9,7,145,20.3
2020-01-31T01:00,17.1,79,13.4,919.6,0,1,7,145,19.9
2020-01-31T02:00,17.4,81,14.1,920.4,0,0,8.9,148,20
2020-01-31T03:00,21.2,63,13.9,921.3,0,0,8.3,162,22.2
2020-01-31T04:00,24,52,13.5,921.6,0,0,9.7,178,24.9
2020-01-31T05:00,26.1,43,12.4,922.1,0,0,9.4,187,27.6
2020-01-31T06:00,27.7,38,12.1,921.7,0,0,7.9,180,30
2020-01-31T07:00,28.9,35,11.8,920.6,0,0,6.6,171,32
2020-01-31T08:00,29.7,32,11.1,919.7,0,3,4.8,167,33.6
2020-01-31T09:00,30.1,30,10.6,918.5,0,2,3.7,169,34.4
2020-01-31T10:00,30.1,29,10.2,917.6,0,4,2.9,180,34.3
2020-01-31T11:00,29.9,29,10,917.4,0,5,1.4,180,33.4
